target,arena,arena_label,rank,substitute,probability,seed,eligible_sentences,sampled_sentences
algorithm,arxiv,arXiv (academic),12,tool,0.020268801258024167,11,3353,500
algorithm,arxiv,arXiv (academic),13,theory,0.01786026421010269,11,3353,500
algorithm,arxiv,arXiv (academic),14,function,0.017551164422010875,11,3353,500
algorithm,arxiv,arXiv (academic),15,techniques,0.015221709838921234,11,3353,500
algorithm,arxiv,arXiv (academic),16,methods,0.014217810499320362,11,3353,500
algorithm,arxiv,arXiv (academic),17,strategy,0.013084551594547116,11,3353,500
algorithm,arxiv,arXiv (academic),18,engine,0.012997001739836351,11,3353,500
algorithm,arxiv,arXiv (academic),19,technology,0.012019867753861027,11,3353,500
algorithm,arxiv,arXiv (academic),20,user,0.011954264124394728,11,3353,500
algorithm,arxiv,arXiv (academic),21,engineering,0.011841857137541737,11,3353,500
algorithm,arxiv,arXiv (academic),22,computer,0.011802592791182093,11,3353,500
algorithm,arxiv,arXiv (academic),23,test,0.011611109701348987,11,3353,500
algorithm,arxiv,arXiv (academic),24,application,0.011467085376854024,11,3353,500
algorithm,arxiv,arXiv (academic),25,mechanism,0.011182442074204666,11,3353,500
algorithm,arxiv,arXiv (academic),26,models,0.01097325173633921,11,3353,500
algorithm,arxiv,arXiv (academic),27,parameter,0.010839277803035709,11,3353,500
algorithm,arxiv,arXiv (academic),28,framework,0.010721637856159674,11,3353,500
algorithm,arxiv,arXiv (academic),29,analysis,0.01044087753356145,11,3353,500
algorithm,arxiv,arXiv (academic),30,phase,0.009953285582134031,11,3353,500
algorithm,arxiv,arXiv (academic),31,architecture,0.009874534759346363,11,3353,500
algorithm,arxiv,arXiv (academic),32,example,0.009670232736177118,11,3353,500
algorithm,arxiv,arXiv (academic),33,language,0.009623590645299461,11,3353,500
algorithm,arxiv,arXiv (academic),34,figure,0.009295973685370593,11,3353,500
algorithm,arxiv,arXiv (academic),35,solution,0.009240815091004311,11,3353,500
algorithm,arxiv,arXiv (academic),36,machine,0.009032986692753688,11,3353,500
algorithm,arxiv,arXiv (academic),37,design,0.008915975709844029,11,3353,500
algorithm,arxiv,arXiv (academic),38,procedure,0.008705080639724708,11,3353,500
algorithm,arxiv,arXiv (academic),39,data,0.008211006280453419,11,3353,500
algorithm,arxiv,arXiv (academic),40,scheme,0.008023366179191386,11,3353,500
algorithm,arxiv,arXiv (academic),41,do,0.008010253658829675,11,3353,500
algorithm,arxiv,arXiv (academic),42,implementation,0.007879836196177149,11,3353,500
algorithm,arxiv,arXiv (academic),43,task,0.007468797464546514,11,3353,500
algorithm,arxiv,arXiv (academic),44,protocol,0.007455552539612607,11,3353,500
algorithm,arxiv,arXiv (academic),45,optimization,0.0073449498462826186,11,3353,500
algorithm,arxiv,arXiv (academic),46,version,0.007217014859957135,11,3353,500
algorithm,arxiv,arXiv (academic),47,network,0.0071300653462096795,11,3353,500
algorithm,arxiv,arXiv (academic),48,methodology,0.006376253448665701,11,3353,500
algorithm,arxiv,arXiv (academic),49,curve,0.006298792846875692,11,3353,500
algorithm,arxiv,arXiv (academic),50,stage,0.006144583307744825,11,3353,500
alignment,arxiv,arXiv (academic),1,learning,0.1102185880458219,11,295,295
alignment,arxiv,arXiv (academic),2,ai,0.08730271286041763,11,295,295
alignment,arxiv,arXiv (academic),3,analysis,0.08514633269035694,11,295,295
alignment,arxiv,arXiv (academic),4,compliance,0.05941394129042283,11,295,295
alignment,arxiv,arXiv (academic),5,interaction,0.04377477034435015,11,295,295
alignment,arxiv,arXiv (academic),6,processing,0.03390045051606275,11,295,295
alignment,arxiv,arXiv (academic),7,theory,0.033396132292670064,11,295,295
alignment,arxiv,arXiv (academic),8,recognition,0.030092167268411237,11,295,295
alignment,arxiv,arXiv (academic),9,performance,0.029370299742995203,11,295,295
alignment,arxiv,arXiv (academic),10,design,0.023990030487994505,11,295,295
alignment,arxiv,arXiv (academic),11,research,0.021973112906210294,11,295,295
alignment,arxiv,arXiv (academic),12,accordance,0.02147543958389972,11,295,295
alignment,arxiv,arXiv (academic),13,systems,0.02062893044710315,11,295,295
alignment,arxiv,arXiv (academic),14,same,0.01895904262975015,11,295,295
alignment,arxiv,arXiv (academic),15,relationship,0.018425591238297723,11,295,295
alignment,arxiv,arXiv (academic),16,integration,0.017059857931544627,11,295,295
alignment,arxiv,arXiv (academic),17,optimization,0.01704128516928975,11,295,295
alignment,arxiv,arXiv (academic),18,control,0.015856392004960196,11,295,295
alignment,arxiv,arXiv (academic),19,prediction,0.014841992053940576,11,295,295
alignment,arxiv,arXiv (academic),20,common,0.01223587490937938,11,295,295
alignment,arxiv,arXiv (academic),21,aligned,0.012200812742447418,11,295,295
alignment,arxiv,arXiv (academic),22,safety,0.011907536270383878,11,295,295
alignment,arxiv,arXiv (academic),23,development,0.01176020152330356,11,295,295
alignment,arxiv,arXiv (academic),24,space,0.011427147963780927,11,295,295
alignment,arxiv,arXiv (academic),25,interface,0.011115311716773229,11,295,295
alignment,arxiv,arXiv (academic),26,comparison,0.010890645127891644,11,295,295
alignment,arxiv,arXiv (academic),27,tree,0.01062914114944221,11,295,295
alignment,arxiv,arXiv (academic),28,associated,0.010501265379617155,11,295,295
alignment,arxiv,arXiv (academic),29,models,0.010432963497658416,11,295,295
alignment,arxiv,arXiv (academic),30,communication,0.010147630886725953,11,295,295
alignment,arxiv,arXiv (academic),31,loops,0.00985844418920034,11,295,295
alignment,arxiv,arXiv (academic),32,mapping,0.009782750025069314,11,295,295
alignment,arxiv,arXiv (academic),33,interactions,0.009606415079414676,11,295,295
alignment,arxiv,arXiv (academic),34,selection,0.009379332985554215,11,295,295
alignment,arxiv,arXiv (academic),35,modeling,0.00929045343252535,11,295,295
alignment,arxiv,arXiv (academic),36,combination,0.00913037199190481,11,295,295
alignment,arxiv,arXiv (academic),37,classification,0.009100082273207,11,295,295
alignment,arxiv,arXiv (academic),38,engagement,0.008994762437380868,11,295,295
alignment,arxiv,arXiv (academic),39,quality,0.008812980152098623,11,295,295
alignment,arxiv,arXiv (academic),40,association,0.008792467574418978,11,295,295
alignment,arxiv,arXiv (academic),41,model,0.008551545943851007,11,295,295
alignment,arxiv,arXiv (academic),42,kernel,0.008478607832565497,11,295,295
alignment,arxiv,arXiv (academic),43,loop,0.008272627980250953,11,295,295
alignment,arxiv,arXiv (academic),44,cluster,0.008245647918531244,11,295,295
alignment,arxiv,arXiv (academic),45,line,0.008193775951528605,11,295,295
alignment,arxiv,arXiv (academic),46,system,0.008156228939714393,11,295,295
alignment,arxiv,arXiv (academic),47,operations,0.008052648024257683,11,295,295
alignment,arxiv,arXiv (academic),48,change,0.007793709534987501,11,295,295
alignment,arxiv,arXiv (academic),49,search,0.00773141520420577,11,295,295
alignment,arxiv,arXiv (academic),50,identification,0.007660131857429936,11,295,295
autonomy,arxiv,arXiv (academic),1,performance,0.09224450243632776,11,103,103
autonomy,arxiv,arXiv (academic),2,control,0.04121862081954854,11,103,103
autonomy,arxiv,arXiv (academic),3,learning,0.03856425414692963,11,103,103
autonomy,arxiv,arXiv (academic),4,automation,0.03802388877734918,11,103,103
autonomy,arxiv,arXiv (academic),5,ability,0.0360935575042924,11,103,103
autonomy,arxiv,arXiv (academic),6,design,0.03444987031826359,11,103,103
autonomy,arxiv,arXiv (academic),7,systems,0.03339528913987929,11,103,103
autonomy,arxiv,arXiv (academic),8,efficiency,0.032815478586367026,11,103,103
autonomy,arxiv,arXiv (academic),9,robotics,0.030054046697177126,11,103,103
autonomy,arxiv,arXiv (academic),10,complexity,0.027227761639202295,11,103,103
autonomy,arxiv,arXiv (academic),11,rights,0.02668663755896755,11,103,103
autonomy,arxiv,arXiv (academic),12,knowledge,0.025380945145248,11,103,103
autonomy,arxiv,arXiv (academic),13,ai,0.02265720389891679,11,103,103
autonomy,arxiv,arXiv (academic),14,memory,0.022503961731519445,11,103,103
autonomy,arxiv,arXiv (academic),15,safety,0.02217822935750185,11,103,103
autonomy,arxiv,arXiv (academic),16,development,0.02097550171775303,11,103,103
autonomy,arxiv,arXiv (academic),17,technology,0.020733940727250193,11,103,103
autonomy,arxiv,arXiv (academic),18,intelligence,0.019704646602689488,11,103,103
autonomy,arxiv,arXiv (academic),19,trust,0.019589493438377334,11,103,103
autonomy,arxiv,arXiv (academic),20,interaction,0.019484135552114038,11,103,103
autonomy,arxiv,arXiv (academic),21,ethics,0.01843754573316404,11,103,103
autonomy,arxiv,arXiv (academic),22,language,0.018093788882024106,11,103,103
autonomy,arxiv,arXiv (academic),23,reliability,0.016651442492788163,11,103,103
autonomy,arxiv,arXiv (academic),24,accuracy,0.01598096997351739,11,103,103
autonomy,arxiv,arXiv (academic),25,agency,0.015579940576811167,11,103,103
autonomy,arxiv,arXiv (academic),26,effectiveness,0.01511648608051126,11,103,103
autonomy,arxiv,arXiv (academic),27,practice,0.014793982480155754,11,103,103
autonomy,arxiv,arXiv (academic),28,robots,0.013945097018174812,11,103,103
autonomy,arxiv,arXiv (academic),29,constraints,0.01364619090718483,11,103,103
autonomy,arxiv,arXiv (academic),30,information,0.013601561657818418,11,103,103
autonomy,arxiv,arXiv (academic),31,resources,0.013504755505457261,11,103,103
autonomy,arxiv,arXiv (academic),32,speed,0.012405734985908525,11,103,103
autonomy,arxiv,arXiv (academic),33,use,0.01191941563250939,11,103,103
autonomy,arxiv,arXiv (academic),34,embodied,0.011857486790622252,11,103,103
autonomy,arxiv,arXiv (academic),35,behavior,0.011617599162803128,11,103,103
autonomy,arxiv,arXiv (academic),36,flexibility,0.011560029619177941,11,103,103
autonomy,arxiv,arXiv (academic),37,communication,0.011540417048696383,11,103,103
autonomy,arxiv,arXiv (academic),38,experience,0.011495971378671612,11,103,103
autonomy,arxiv,arXiv (academic),39,space,0.011478308585460326,11,103,103
autonomy,arxiv,arXiv (academic),40,capability,0.011406220066218319,11,103,103
autonomy,arxiv,arXiv (academic),41,power,0.011135820474013998,11,103,103
autonomy,arxiv,arXiv (academic),42,automatic,0.010908031517628654,11,103,103
autonomy,arxiv,arXiv (academic),43,success,0.010903815093451159,11,103,103
autonomy,arxiv,arXiv (academic),44,training,0.010698162482598335,11,103,103
autonomy,arxiv,arXiv (academic),45,functionality,0.010643137173159121,11,103,103
autonomy,arxiv,arXiv (academic),46,security,0.009597577759472585,11,103,103
autonomy,arxiv,arXiv (academic),47,license,0.009480191388706297,11,103,103
autonomy,arxiv,arXiv (academic),48,law,0.009430882311573076,11,103,103
autonomy,arxiv,arXiv (academic),49,integration,0.009383448474591986,11,103,103
autonomy,arxiv,arXiv (academic),50,task,0.009204022951455214,11,103,103
bias,NYT,New York Times (public news),1,discrimination,0.11125469585895843,11,219,219
bias,NYT,New York Times (public news),2,security,0.053755889066156824,11,219,219
bias,NYT,New York Times (public news),3,problems,0.04136080037678235,11,219,219
bias,NYT,New York Times (public news),4,differences,0.04073085922701306,11,219,219
bias,NYT,New York Times (public news),5,advances,0.03995550953707558,11,219,219
bias,NYT,New York Times (public news),6,flaws,0.03737865713603328,11,219,219
bias,NYT,New York Times (public news),7,fraud,0.03579887884895929,11,219,219
bias,NYT,New York Times (public news),8,changes,0.0356475789148858,11,219,219
bias,NYT,New York Times (public news),9,errors,0.03468242984177706,11,219,219
bias,NYT,New York Times (public news),10,error,0.033729461431443036,11,219,219
bias,NYT,New York Times (public news),11,corruption,0.030010082941617527,11,219,219
bias,NYT,New York Times (public news),12,ai,0.029310882593962844,11,219,219
bias,NYT,New York Times (public news),13,diversity,0.027856270761695973,11,219,219
bias,NYT,New York Times (public news),14,stereotypes,0.023478918585857343,11,219,219
bias,NYT,New York Times (public news),15,innovation,0.020720186632241032,11,219,219
bias,NYT,New York Times (public news),16,racism,0.019649083309705027,11,219,219
bias,NYT,New York Times (public news),17,prejudice,0.01758985609733038,11,219,219
bias,NYT,New York Times (public news),18,change,0.016954393782387975,11,219,219
bias,NYT,New York Times (public news),19,privacy,0.014876011704526423,11,219,219
bias,NYT,New York Times (public news),20,attacks,0.01445993371260649,11,219,219
bias,NYT,New York Times (public news),21,censorship,0.014458322206887307,11,219,219
bias,NYT,New York Times (public news),22,complexity,0.01288147892883097,11,219,219
bias,NYT,New York Times (public news),23,technology,0.012754551648493652,11,219,219
bias,NYT,New York Times (public news),24,improvements,0.012389975360110819,11,219,219
bias,NYT,New York Times (public news),25,behavior,0.01201456685327045,11,219,219
bias,NYT,New York Times (public news),26,use,0.011924178147267346,11,219,219
bias,NYT,New York Times (public news),27,cheating,0.011761878802366349,11,219,219
bias,NYT,New York Times (public news),28,bugs,0.011279890748128362,11,219,219
bias,NYT,New York Times (public news),29,interference,0.011170287795642393,11,219,219
bias,NYT,New York Times (public news),30,harassment,0.011149134857568603,11,219,219
bias,NYT,New York Times (public news),31,software,0.011102290499021533,11,219,219
bias,NYT,New York Times (public news),32,failure,0.010829882664990208,11,219,219
bias,NYT,New York Times (public news),33,threats,0.010801809902509462,11,219,219
bias,NYT,New York Times (public news),34,research,0.010735706524623231,11,219,219
bias,NYT,New York Times (public news),35,abuse,0.010445993565176266,11,219,219
bias,NYT,New York Times (public news),36,safety,0.010369049924833814,11,219,219
bias,NYT,New York Times (public news),37,data,0.010323067491721325,11,219,219
bias,NYT,New York Times (public news),38,information,0.010301153751930392,11,219,219
bias,NYT,New York Times (public news),39,defects,0.010294394620922784,11,219,219
bias,NYT,New York Times (public news),40,competition,0.010135806236897804,11,219,219
bias,NYT,New York Times (public news),41,issues,0.009922455533541005,11,219,219
bias,NYT,New York Times (public news),42,loss,0.009896961529899653,11,219,219
bias,NYT,New York Times (public news),43,exclusion,0.009747731711284414,11,219,219
bias,NYT,New York Times (public news),44,inequality,0.009495898829814213,11,219,219
bias,NYT,New York Times (public news),45,weaknesses,0.00937777531412177,11,219,219
bias,NYT,New York Times (public news),46,identity,0.009350269630944076,11,219,219
bias,NYT,New York Times (public news),47,algorithms,0.009337573228817387,11,219,219
bias,NYT,New York Times (public news),48,risk,0.008928493793949345,11,219,219
bias,NYT,New York Times (public news),49,value,0.008865645884828853,11,219,219
bias,NYT,New York Times (public news),50,developments,0.008753393650590354,11,219,219
bias,arxiv,arXiv (academic),1,errors,0.08365891232898717,11,703,500
bias,arxiv,arXiv (academic),2,fairness,0.05627403167283525,11,703,500
bias,arxiv,arXiv (academic),3,error,0.05168848242799281,11,703,500
bias,arxiv,arXiv (academic),4,problems,0.050853289764084514,11,703,500
bias,arxiv,arXiv (academic),5,data,0.0439895542379105,11,703,500
bias,arxiv,arXiv (academic),6,complexity,0.04327517183769972,11,703,500
bias,arxiv,arXiv (academic),7,information,0.041378153765424384,11,703,500
bias,arxiv,arXiv (academic),8,performance,0.03626453185046492,11,703,500
bias,arxiv,arXiv (academic),9,learning,0.03122652103247414,11,703,500
bias,arxiv,arXiv (academic),10,changes,0.03051196565502996,11,703,500
bias,arxiv,arXiv (academic),11,problem,0.026261249814767768,11,703,500
bias,arxiv,arXiv (academic),12,weight,0.02553784122717653,11,703,500
bias,arxiv,arXiv (academic),13,differences,0.025205915883952955,11,703,500
bias,arxiv,arXiv (academic),14,ai,0.024584918897964585,11,703,500
bias,arxiv,arXiv (academic),15,mean,0.024038603622862996,11,703,500
bias,arxiv,arXiv (academic),16,uncertainty,0.02130738325007614,11,703,500
bias,arxiv,arXiv (academic),17,discrimination,0.020495718138580078,11,703,500
bias,arxiv,arXiv (academic),18,tendency,0.02019415234787137,11,703,500
bias,arxiv,arXiv (academic),19,behavior,0.017164302571813204,11,703,500
