word,is_target,arena,extracted_sentences,eligible_sentences,seed,sampled_sentences,minimum_required,threshold_met,profile_status,missing_reason,model_used
bias,True,NYT,684,219,33,219,100,True,OK,,205
bias,True,NYT,684,219,44,219,100,True,OK,,205
bias,True,NYT,684,219,55,219,100,True,OK,,205
capability,True,NYT,232,51,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,NYT,232,51,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,NYT,232,51,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,NYT,232,51,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,NYT,232,51,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
control,True,NYT,3061,423,11,423,100,True,OK,,412
control,True,NYT,3061,423,22,423,100,True,OK,,412
control,True,NYT,3061,423,33,423,100,True,OK,,412
control,True,NYT,3061,423,44,423,100,True,OK,,412
control,True,NYT,3061,423,55,423,100,True,OK,,412
creativity,True,NYT,448,113,11,113,100,True,OK,,110
creativity,True,NYT,448,113,22,113,100,True,OK,,110
creativity,True,NYT,448,113,33,113,100,True,OK,,110
creativity,True,NYT,448,113,44,113,100,True,OK,,110
creativity,True,NYT,448,113,55,113,100,True,OK,,110
decision,True,NYT,1923,206,11,206,100,True,OK,,200
decision,True,NYT,1923,206,22,206,100,True,OK,,200
decision,True,NYT,1923,206,33,206,100,True,OK,,200
decision,True,NYT,1923,206,44,206,100,True,OK,,200
decision,True,NYT,1923,206,55,206,100,True,OK,,200
fairness,True,NYT,108,24,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,NYT,108,24,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,NYT,108,24,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,NYT,108,24,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,NYT,108,24,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
generation,True,NYT,1463,319,11,319,100,True,OK,,316
generation,True,NYT,1463,319,22,319,100,True,OK,,316
generation,True,NYT,1463,319,33,319,100,True,OK,,316
generation,True,NYT,1463,319,44,319,100,True,OK,,316
generation,True,NYT,1463,319,55,319,100,True,OK,,316
intelligence,True,NYT,15104,12402,11,500,100,True,OK,,500
intelligence,True,NYT,15104,12402,22,500,100,True,OK,,500
intelligence,True,NYT,15104,12402,33,500,100,True,OK,,500
intelligence,True,NYT,15104,12402,44,500,100,True,OK,,499
intelligence,True,NYT,15104,12402,55,500,100,True,OK,,500
learning,True,NYT,3808,2237,11,500,100,True,OK,,495
learning,True,NYT,3808,2237,22,500,100,True,OK,,496
learning,True,NYT,3808,2237,33,500,100,True,OK,,497
learning,True,NYT,3808,2237,44,500,100,True,OK,,495
learning,True,NYT,3808,2237,55,500,100,True,OK,,498
model,True,NYT,2890,872,11,500,100,True,OK,,497
model,True,NYT,2890,872,22,500,100,True,OK,,493
model,True,NYT,2890,872,33,500,100,True,OK,,496
model,True,NYT,2890,872,44,500,100,True,OK,,495
model,True,NYT,2890,872,55,500,100,True,OK,,496
network,True,NYT,2672,671,11,500,100,True,OK,,495
network,True,NYT,2672,671,22,500,100,True,OK,,494
network,True,NYT,2672,671,33,500,100,True,OK,,495
network,True,NYT,2672,671,44,500,100,True,OK,,494
network,True,NYT,2672,671,55,500,100,True,OK,,495
prediction,True,NYT,347,63,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,NYT,347,63,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,NYT,347,63,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,NYT,347,63,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,NYT,347,63,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
reasoning,True,NYT,289,118,11,118,100,True,OK,,109
reasoning,True,NYT,289,118,22,118,100,True,OK,,109
reasoning,True,NYT,289,118,33,118,100,True,OK,,109
reasoning,True,NYT,289,118,44,118,100,True,OK,,109
reasoning,True,NYT,289,118,55,118,100,True,OK,,109
representation,True,NYT,126,11,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,NYT,126,11,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,NYT,126,11,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,NYT,126,11,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,NYT,126,11,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
risk,True,NYT,2617,334,11,334,100,True,OK,,329
risk,True,NYT,2617,334,22,334,100,True,OK,,329
risk,True,NYT,2617,334,33,334,100,True,OK,,329
risk,True,NYT,2617,334,44,334,100,True,OK,,329
risk,True,NYT,2617,334,55,334,100,True,OK,,329
safety,True,NYT,1902,452,11,452,100,True,OK,,442
safety,True,NYT,1902,452,22,452,100,True,OK,,442
safety,True,NYT,1902,452,33,452,100,True,OK,,442
safety,True,NYT,1902,452,44,452,100,True,OK,,442
safety,True,NYT,1902,452,55,452,100,True,OK,,442
system,True,NYT,6723,1521,11,500,100,True,OK,,483
system,True,NYT,6723,1521,22,500,100,True,OK,,485
system,True,NYT,6723,1521,33,500,100,True,OK,,485
system,True,NYT,6723,1521,44,500,100,True,OK,,487
system,True,NYT,6723,1521,55,500,100,True,OK,,483
training,True,NYT,1780,457,11,457,100,True,OK,,441
training,True,NYT,1780,457,22,457,100,True,OK,,441
training,True,NYT,1780,457,33,457,100,True,OK,,441
training,True,NYT,1780,457,44,457,100,True,OK,,441
training,True,NYT,1780,457,55,457,100,True,OK,,441
understanding,True,NYT,1126,233,11,233,100,True,OK,,229
understanding,True,NYT,1126,233,22,233,100,True,OK,,229
understanding,True,NYT,1126,233,33,233,100,True,OK,,229
understanding,True,NYT,1126,233,44,233,100,True,OK,,229
understanding,True,NYT,1126,233,55,233,100,True,OK,,229
agent,True,WSJ,215,48,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
agent,True,WSJ,215,48,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
agent,True,WSJ,215,48,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
agent,True,WSJ,215,48,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
agent,True,WSJ,215,48,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
algorithm,True,WSJ,777,184,11,184,100,True,OK,,179
algorithm,True,WSJ,777,184,22,184,100,True,OK,,179
algorithm,True,WSJ,777,184,33,184,100,True,OK,,179
algorithm,True,WSJ,777,184,44,184,100,True,OK,,179
algorithm,True,WSJ,777,184,55,184,100,True,OK,,179
alignment,True,WSJ,31,13,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
alignment,True,WSJ,31,13,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
alignment,True,WSJ,31,13,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
alignment,True,WSJ,31,13,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
alignment,True,WSJ,31,13,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
autonomy,True,WSJ,159,44,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
autonomy,True,WSJ,159,44,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
autonomy,True,WSJ,159,44,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
autonomy,True,WSJ,159,44,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
autonomy,True,WSJ,159,44,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
bias,True,WSJ,257,96,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
bias,True,WSJ,257,96,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
bias,True,WSJ,257,96,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
bias,True,WSJ,257,96,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
bias,True,WSJ,257,96,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,WSJ,178,54,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,WSJ,178,54,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,WSJ,178,54,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,WSJ,178,54,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
capability,True,WSJ,178,54,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
control,True,WSJ,1507,256,11,256,100,True,OK,,247
control,True,WSJ,1507,256,22,256,100,True,OK,,247
control,True,WSJ,1507,256,33,256,100,True,OK,,247
control,True,WSJ,1507,256,44,256,100,True,OK,,247
control,True,WSJ,1507,256,55,256,100,True,OK,,247
creativity,True,WSJ,163,47,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
creativity,True,WSJ,163,47,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
creativity,True,WSJ,163,47,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
creativity,True,WSJ,163,47,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
creativity,True,WSJ,163,47,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
decision,True,WSJ,950,174,11,174,100,True,OK,,171
decision,True,WSJ,950,174,22,174,100,True,OK,,171
decision,True,WSJ,950,174,33,174,100,True,OK,,171
decision,True,WSJ,950,174,44,174,100,True,OK,,171
decision,True,WSJ,950,174,55,174,100,True,OK,,171
fairness,True,WSJ,58,16,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,WSJ,58,16,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,WSJ,58,16,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,WSJ,58,16,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
fairness,True,WSJ,58,16,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
generation,True,WSJ,974,273,11,273,100,True,OK,,269
generation,True,WSJ,974,273,22,273,100,True,OK,,269
generation,True,WSJ,974,273,33,273,100,True,OK,,269
generation,True,WSJ,974,273,44,273,100,True,OK,,269
generation,True,WSJ,974,273,55,273,100,True,OK,,269
intelligence,True,WSJ,8959,6537,11,500,100,True,OK,,500
intelligence,True,WSJ,8959,6537,22,500,100,True,OK,,499
intelligence,True,WSJ,8959,6537,33,500,100,True,OK,,499
intelligence,True,WSJ,8959,6537,44,500,100,True,OK,,500
intelligence,True,WSJ,8959,6537,55,500,100,True,OK,,499
learning,True,WSJ,2677,1747,11,500,100,True,OK,,497
learning,True,WSJ,2677,1747,22,500,100,True,OK,,496
learning,True,WSJ,2677,1747,33,500,100,True,OK,,498
learning,True,WSJ,2677,1747,44,500,100,True,OK,,497
learning,True,WSJ,2677,1747,55,500,100,True,OK,,500
model,True,WSJ,1910,654,11,500,100,True,OK,,478
model,True,WSJ,1910,654,22,500,100,True,OK,,481
model,True,WSJ,1910,654,33,500,100,True,OK,,478
model,True,WSJ,1910,654,44,500,100,True,OK,,479
model,True,WSJ,1910,654,55,500,100,True,OK,,479
network,True,WSJ,1246,235,11,235,100,True,OK,,227
network,True,WSJ,1246,235,22,235,100,True,OK,,227
network,True,WSJ,1246,235,33,235,100,True,OK,,227
network,True,WSJ,1246,235,44,235,100,True,OK,,227
network,True,WSJ,1246,235,55,235,100,True,OK,,227
prediction,True,WSJ,140,30,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,WSJ,140,30,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,WSJ,140,30,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,WSJ,140,30,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
prediction,True,WSJ,140,30,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
reasoning,True,WSJ,172,65,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
reasoning,True,WSJ,172,65,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
reasoning,True,WSJ,172,65,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
reasoning,True,WSJ,172,65,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
reasoning,True,WSJ,172,65,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,WSJ,40,7,11,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,WSJ,40,7,22,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,WSJ,40,7,33,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,WSJ,40,7,44,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
representation,True,WSJ,40,7,55,0,100,False,NO_AI_CONTEXT,NO_AI_CONTEXT,0
risk,True,WSJ,1691,318,11,318,100,True,OK,,308
risk,True,WSJ,1691,318,22,318,100,True,OK,,308
risk,True,WSJ,1691,318,33,318,100,True,OK,,308
risk,True,WSJ,1691,318,44,318,100,True,OK,,308
risk,True,WSJ,1691,318,55,318,100,True,OK,,308
safety,True,WSJ,1002,284,11,284,100,True,OK,,273
safety,True,WSJ,1002,284,22,284,100,True,OK,,273
safety,True,WSJ,1002,284,33,284,100,True,OK,,273
safety,True,WSJ,1002,284,44,284,100,True,OK,,273
safety,True,WSJ,1002,284,55,284,100,True,OK,,273
system,True,WSJ,3389,764,11,500,100,True,OK,,484
system,True,WSJ,3389,764,22,500,100,True,OK,,483
system,True,WSJ,3389,764,33,500,100,True,OK,,487
system,True,WSJ,3389,764,44,500,100,True,OK,,484
system,True,WSJ,3389,764,55,500,100,True,OK,,486
training,True,WSJ,1045,449,11,449,100,True,OK,,443
training,True,WSJ,1045,449,22,449,100,True,OK,,443
training,True,WSJ,1045,449,33,449,100,True,OK,,443
training,True,WSJ,1045,449,44,449,100,True,OK,,443
training,True,WSJ,1045,449,55,449,100,True,OK,,443
understanding,True,WSJ,463,136,11,136,100,True,OK,,134
understanding,True,WSJ,463,136,22,136,100,True,OK,,134
understanding,True,WSJ,463,136,33,136,100,True,OK,,134
understanding,True,WSJ,463,136,44,136,100,True,OK,,134
understanding,True,WSJ,463,136,55,136,100,True,OK,,134
agent,True,arxiv,26372,2240,11,500,100,True,OK,,429
agent,True,arxiv,26372,2240,22,500,100,True,OK,,419
agent,True,arxiv,26372,2240,33,500,100,True,OK,,412
agent,True,arxiv,26372,2240,44,500,100,True,OK,,426
agent,True,arxiv,26372,2240,55,500,100,True,OK,,425
algorithm,True,arxiv,51951,3353,11,500,100,True,OK,,455
algorithm,True,arxiv,51951,3353,22,500,100,True,OK,,440
algorithm,True,arxiv,51951,3353,33,500,100,True,OK,,450
algorithm,True,arxiv,51951,3353,44,500,100,True,OK,,446
algorithm,True,arxiv,51951,3353,55,500,100,True,OK,,454
alignment,True,arxiv,2346,295,11,295,100,True,OK,,259
alignment,True,arxiv,2346,295,22,295,100,True,OK,,259
alignment,True,arxiv,2346,295,33,295,100,True,OK,,259
alignment,True,arxiv,2346,295,44,295,100,True,OK,,259
alignment,True,arxiv,2346,295,55,295,100,True,OK,,259
autonomy,True,arxiv,477,103,11,103,100,True,OK,,97
autonomy,True,arxiv,477,103,22,103,100,True,OK,,97
autonomy,True,arxiv,477,103,33,103,100,True,OK,,97
autonomy,True,arxiv,477,103,44,103,100,True,OK,,97
autonomy,True,arxiv,477,103,55,103,100,True,OK,,97
bias,True,arxiv,5008,703,11,500,100,True,OK,,432
bias,True,arxiv,5008,703,22,500,100,True,OK,,424
bias,True,arxiv,5008,703,33,500,100,True,OK,,424
bias,True,arxiv,5008,703,44,500,100,True,OK,,425
bias,True,arxiv,5008,703,55,500,100,True,OK,,426
capability,True,arxiv,1985,339,11,339,100,True,OK,,328
capability,True,arxiv,1985,339,22,339,100,True,OK,,328
capability,True,arxiv,1985,339,33,339,100,True,OK,,328
capability,True,arxiv,1985,339,44,339,100,True,OK,,328
capability,True,arxiv,1985,339,55,339,100,True,OK,,328
control,True,arxiv,11238,1583,11,500,100,True,OK,,444
control,True,arxiv,11238,1583,22,500,100,True,OK,,447
control,True,arxiv,11238,1583,33,500,100,True,OK,,453
control,True,arxiv,11238,1583,44,500,100,True,OK,,443
control,True,arxiv,11238,1583,55,500,100,True,OK,,441
creativity,True,arxiv,541,208,11,208,100,True,OK,,173
creativity,True,arxiv,541,208,22,208,100,True,OK,,173
creativity,True,arxiv,541,208,33,208,100,True,OK,,173
creativity,True,arxiv,541,208,44,208,100,True,OK,,173
creativity,True,arxiv,541,208,55,208,100,True,OK,,173
decision,True,arxiv,17278,2052,11,500,100,True,OK,,445
decision,True,arxiv,17278,2052,22,500,100,True,OK,,448
decision,True,arxiv,17278,2052,33,500,100,True,OK,,456
decision,True,arxiv,17278,2052,44,500,100,True,OK,,447
decision,True,arxiv,17278,2052,55,500,100,True,OK,,453
fairness,True,arxiv,2419,485,11,485,100,True,OK,,389
fairness,True,arxiv,2419,485,22,485,100,True,OK,,389
fairness,True,arxiv,2419,485,33,485,100,True,OK,,389
fairness,True,arxiv,2419,485,44,485,100,True,OK,,389
fairness,True,arxiv,2419,485,55,485,100,True,OK,,389
generation,True,arxiv,8345,1261,11,500,100,True,OK,,467
generation,True,arxiv,8345,1261,22,500,100,True,OK,,462
generation,True,arxiv,8345,1261,33,500,100,True,OK,,461
generation,True,arxiv,8345,1261,44,500,100,True,OK,,459
generation,True,arxiv,8345,1261,55,500,100,True,OK,,461
intelligence,True,arxiv,7171,3936,11,500,100,True,OK,,486
intelligence,True,arxiv,7171,3936,22,500,100,True,OK,,487
intelligence,True,arxiv,7171,3936,33,500,100,True,OK,,485
intelligence,True,arxiv,7171,3936,44,500,100,True,OK,,487
intelligence,True,arxiv,7171,3936,55,500,100,True,OK,,486
learning,True,arxiv,56723,20874,11,500,100,True,OK,,492
learning,True,arxiv,56723,20874,22,500,100,True,OK,,480
learning,True,arxiv,56723,20874,33,500,100,True,OK,,486
learning,True,arxiv,56723,20874,44,500,100,True,OK,,475
learning,True,arxiv,56723,20874,55,500,100,True,OK,,483
model,True,arxiv,91758,11613,11,500,100,True,OK,,443
model,True,arxiv,91758,11613,22,500,100,True,OK,,431
model,True,arxiv,91758,11613,33,500,100,True,OK,,432
model,True,arxiv,91758,11613,44,500,100,True,OK,,426
model,True,arxiv,91758,11613,55,500,100,True,OK,,438
network,True,arxiv,35375,9774,11,500,100,True,OK,,480
network,True,arxiv,35375,9774,22,500,100,True,OK,,475
network,True,arxiv,35375,9774,33,500,100,True,OK,,473
network,True,arxiv,35375,9774,44,500,100,True,OK,,467
network,True,arxiv,35375,9774,55,500,100,True,OK,,476
prediction,True,arxiv,12987,1628,11,500,100,True,OK,,446
prediction,True,arxiv,12987,1628,22,500,100,True,OK,,442
prediction,True,arxiv,12987,1628,33,500,100,True,OK,,441
prediction,True,arxiv,12987,1628,44,500,100,True,OK,,447
prediction,True,arxiv,12987,1628,55,500,100,True,OK,,443
reasoning,True,arxiv,8680,1161,11,500,100,True,OK,,447
reasoning,True,arxiv,8680,1161,22,500,100,True,OK,,452
reasoning,True,arxiv,8680,1161,33,500,100,True,OK,,442
reasoning,True,arxiv,8680,1161,44,500,100,True,OK,,443
reasoning,True,arxiv,8680,1161,55,500,100,True,OK,,453
representation,True,arxiv,15214,1373,11,500,100,True,OK,,461
representation,True,arxiv,15214,1373,22,500,100,True,OK,,457
representation,True,arxiv,15214,1373,33,500,100,True,OK,,466
representation,True,arxiv,15214,1373,44,500,100,True,OK,,470
representation,True,arxiv,15214,1373,55,500,100,True,OK,,469
risk,True,arxiv,4613,520,11,500,100,True,OK,,448
risk,True,arxiv,4613,520,22,500,100,True,OK,,446
risk,True,arxiv,4613,520,33,500,100,True,OK,,446
risk,True,arxiv,4613,520,44,500,100,True,OK,,445
risk,True,arxiv,4613,520,55,500,100,True,OK,,444
safety,True,arxiv,2212,424,11,424,100,True,OK,,375
safety,True,arxiv,2212,424,22,424,100,True,OK,,375
safety,True,arxiv,2212,424,33,424,100,True,OK,,375
safety,True,arxiv,2212,424,44,424,100,True,OK,,375
safety,True,arxiv,2212,424,55,424,100,True,OK,,375
system,True,arxiv,36738,4468,11,500,100,True,OK,,446
system,True,arxiv,36738,4468,22,500,100,True,OK,,439
system,True,arxiv,36738,4468,33,500,100,True,OK,,430
system,True,arxiv,36738,4468,44,500,100,True,OK,,437
system,True,arxiv,36738,4468,55,500,100,True,OK,,431
training,True,arxiv,35270,5810,11,500,100,True,OK,,445
training,True,arxiv,35270,5810,22,500,100,True,OK,,443
training,True,arxiv,35270,5810,33,500,100,True,OK,,441
training,True,arxiv,35270,5810,44,500,100,True,OK,,439
training,True,arxiv,35270,5810,55,500,100,True,OK,,449
understanding,True,arxiv,4969,958,11,500,100,True,OK,,483
understanding,True,arxiv,4969,958,22,500,100,True,OK,,483
understanding,True,arxiv,4969,958,33,500,100,True,OK,,486
understanding,True,arxiv,4969,958,44,500,100,True,OK,,485
understanding,True,arxiv,4969,958,55,500,100,True,OK,,478
